-173.16908988970474,-76.05170379169746,162.63239364407892,0.0,0.0,0.0, bad
-173.517727140112,-76.04068550808964,162.67551136141654,0.0,-1.084086140150029,0.0, bad
-173.7326731641491,-75.7820255596546,162.76090828836035,-178.75584918138446,-36.45332854168166,176.3571177508072, bad
-171.8148994372603,-75.692287165916,160.26055462337217,-178.84307071105383,-35.24834078777042,176.49807223115067, bad
-174.09111840818474,-75.13632193156882,163.08701227343573,-178.94880646617605,-34.0286945554571,176.6133609876321, bad
-175.03248050588476,-74.97537689251436,163.61346084823185,-179.15898245622327,-32.95263263623677,176.8117295796438, bad
-175.0951549210605,-74.81816564602434,163.85586191375313,-179.21443414135373,-32.194594626277635,177.15229352752527, bad
-175.21135192578276,-74.77533760304675,164.1824878472181,-179.3124379591126,-31.94977098036717,177.4968559030166, bad
-175.51807249513195,-74.65567544227272,164.55699202924237,-179.42123618393896,-31.819546596182334,177.68923413675813, bad
-175.6954828267222,-74.57236563205112,164.7482033447461,-179.4592580216223,-31.74742608363391,177.76628297631413, bad
-175.77590269177588,-74.60995251228768,164.75701126580202,-179.51590484735445,-31.742246615055198,177.86267856972472, bad
-175.8167985024837,-74.67732513588864,164.72077547810423,-179.542958042768,-31.742475011567073,177.9066956363433, bad
-175.97518770002506,-74.79349949741122,164.91717362880485,-179.64338866080914,-31.794560619853076,178.0074940756143, bad
-176.0825397542808,-75.01973112192314,165.24171910413713,-179.7210743159137,-32.15831278990619,178.32532096357167, bad
-175.9234599098506,-75.2205563434387,165.3864436612244,-179.8506570970549,-32.70520318935205,178.86999899726806, bad
-175.44449597099901,-75.13933100449903,165.37037811605856,-179.73521024514312,-33.39086638149282,179.77453232039474, bad
-174.40482400528205,-74.64437250184879,165.5378778357572,-179.5292874431227,-34.508109875266435,-179.15747960888817, bad
-173.5915852291001,-73.75688120689378,166.43622743748904,-179.44140413182032,-36.11172855966374,-177.98968424678904, bad
-173.98481223988418,-73.1596362401467,167.8673018005873,-179.42920937196305,-37.51760807956731,-177.06909623455914, bad
-174.9112468058826,-73.19728715231652,169.4700582816401,-179.5919301785516,-38.95348453287749,-176.28616123966856, bad
-176.70251578801157,-74.06783357431136,171.90287543111776,-179.87466997818345,-40.21894194006858,-175.47897760511586, bad
-177.6568875121816,-75.72839258750798,174.6508563413895,-179.6355886930196,-42.00373867943386,-174.27182521438493, bad
-177.54744269121502,-77.4355467040504,176.30357500636885,-179.07153091570072,-43.51883381509679,-172.826394100241, bad
-175.5323003293956,-77.77253222283831,175.4626845914273,-178.19852830153715,-44.61976805099032,-171.0278390805964, bad
-173.09842628474212,-77.97257405532228,174.71918559899143,-177.07356416269985,-45.34592327263186,-168.6939457447924, bad
-170.2049457397777,-78.06841917589763,174.477221318948,-176.45910598011432,-45.712345809123974,-165.94789903150183, bad
-169.12273619355497,-77.93676380314018,175.74411670301993,-176.47421983055057,-45.57151787096308,-163.16678698160484, bad
-167.3685158401801,-77.46587957001215,177.50590589955505,-176.37299217052166,-45.29763592155599,-160.1562380479633, bad
-166.11371641069627,-76.35716329882273,179.95265429628353,-176.13004795320703,-44.836318323612126,-157.51764300568485, bad
-164.9457953706812,-75.40958637650118,-177.67471158547127,-175.7888026995743,-44.37769300365467,-154.93323503679676, bad
-164.22412318432552,-74.97784388153102,-174.91606525864648,-175.38127076810383,-44.13946148850859,-152.21221225471427, bad
-164.45408871497722,-74.8051566441694,-172.04905080361206,-175.28736443681402,-43.903151308291356,-149.56816186839322, bad
-164.24447536362024,-74.43947463247942,-168.8874809924689,-174.9862850693764,-43.59637871328467,-146.58037441907422, bad
-165.0335563291111,-74.05678331287156,-164.56971873240528,-174.63136590688956,-43.381942717099534,-143.36615277694918, bad
-166.31299318053445,-74.09685973708402,-159.55026155350018,-174.65553810988064,-43.35520618858555,-139.0856363303516, bad
-167.18749027007814,-74.34892648728768,-154.33862204623378,-174.97514537166936,-43.50327029133551,-134.77734356924663, bad
-167.12387575094104,-74.48279402808248,-150.24692062046537,-174.940588235432,-43.75492097468686,-130.32293206266405, bad
-166.46404678330472,-75.07502849335137,-147.29475657252632,-174.81585105336836,-44.147914805383806,-126.56131070214964, bad
-165.2393441428878,-75.65976911582504,-144.4373736170381,-174.56835154579116,-44.63041265342491,-122.82452965685738, bad
-165.10508804583398,-76.40506927329884,-141.27967371705438,-174.56590913476657,-45.06104601925896,-119.47057287887101, bad
-164.72495499889567,-76.78601573760665,-138.94296782459625,-174.82247947589326,-45.44850376462705,-115.73230893819292, bad
-164.39260428598453,-77.63446243781986,-136.06715509752223,-175.13250411716132,-45.82682296731574,-112.2839462858652, bad
-164.21255745098713,-78.2097214303016,-133.40499535798722,-175.58830799197804,-46.137599500453874,-108.42414149401486, bad
-164.41531288610187,-78.44253803135639,-129.9527567263655,-175.97848902035054,-46.36371290332529,-104.97870808073469, bad
-164.31632844846325,-78.98989601879559,-127.06300075357713,-176.35237737324692,-46.580786899623696,-101.29402090520334, bad
-165.29245134657242,-79.37382638190451,-123.19389395144611,-176.83703565887012,-46.81806140555614,-98.27232020867291, bad
-165.19786517745405,-79.83662619250819,-121.06620265310697,-177.41056425762721,-47.09717147205918,-95.25905962579553, bad
-164.07867537571732,-80.5154519924498,-120.18351957901696,-177.8184726794901,-47.37968516002097,-92.71619244370244, bad
-161.57243411375765,-81.45204430596888,-120.89726839852021,-178.4424631342625,-47.491521555274105,-89.74176610135909, bad
-158.31558528467818,-82.4625256502621,-122.53614715384721,-179.01082193196584,-47.69015979964811,-86.93228172551814, bad
-151.687904804207,-83.91314350385454,-127.73062232350318,179.81720864812462,-47.94525461491297,-83.07331326521286, bad
-138.76245265307762,-85.68861099788909,-139.54519705572824,178.64021747631975,-48.29314731109797,-79.1664712231786, bad
-126.15690815518397,-86.5690047355992,-151.18056284355248,178.18679659196837,-48.290131113261204,-75.97056417139643, bad
-115.66267070149578,-87.05716553484638,-160.8938381870152,178.1860788482809,-47.715728942313206,-74.08376203673237, bad
-109.4676907473917,-87.08611920371033,-165.08655706443562,178.46003217385893,-47.61263775694236,-72.18082331564129, bad
-102.395734615778,-86.55383770411653,-169.60364403699026,178.79351342028693,-47.95426868327492,-69.7998773805834, bad
-104.21109915756547,-85.88733367651973,-164.0375567909115,179.45208931055268,-47.99732310524445,-67.09519247817586, bad
-98.44187641444965,-85.92062848944889,-166.7343786451996,179.6553079208024,-47.92790330995713,-64.24472470936946, bad
-88.53456921550648,-86.38735658903181,-173.31287873211073,179.38462015019425,-47.93903306502855,-60.64218542835662, bad
-88.53150867402879,-86.92873847379222,-170.226105997447,178.94054118061658,-47.5252828478663,-57.19622211220395, bad
-99.92082877373402,-87.15241535844392,-155.10730267756415,178.7253924371057,-46.68084253578889,-53.826158045451216, bad
-93.87407659739041,-87.74398423148145,-158.22122378618954,178.52491366115606,-45.808440870321874,-50.093002140712215, bad
-91.64538070793743,-88.0978480256627,-157.34561918193089,178.3499627832143,-45.348145746330246,-46.983781954938024, bad
-94.7214805136256,-88.29194038790165,-152.37274028519874,178.25429836086548,-44.81793823000189,-44.43781956042146, bad
-89.1307079378606,-88.16608964226582,-156.69569226630566,178.2396090519966,-44.63763472442999,-43.185764082915846, bad
-93.78951131887918,-88.33089572090422,-152.26035538608912,177.91126714505455,-44.70955956673036,-42.8927777510565, bad
-107.78577344186833,-88.86348631167571,-139.267279104603,177.31716795868618,-44.69933402958755,-42.698584050237585, bad
-120.66579222355271,-89.16913440083475,-126.08707322959481,176.94851288276774,-44.713258622950846,-41.83691292432405, bad
-125.07492318070935,-89.42652293057496,-121.32022496913427,176.74473237555767,-44.59960581618897,-40.60350054088438, bad
-114.75161190110938,-89.6714994979219,-130.81014972659426,177.18802559409787,-45.713492115359834,-39.64139412466968, bad
-81.15699499231962,-89.80008566467137,-163.46246135798938,176.88346149875,-44.75800121298637,-38.22535637570628, bad
-88.79563347771743,-89.52393627752602,-154.1976685887865,176.6798326316942,-44.795725860507055,-37.64882236480351, bad
89.5860572877759,-90.0,26.48593178181709,176.1458035150714,-44.81757053142896,-37.700806564153034, bad
97.55700095327386,-89.19700947081331,16.107537471802413,175.4877969016062,-44.74994963149323,-38.806825205740296, bad
98.40675653643248,-89.11948269598777,13.063186610384728,175.22362810722979,-44.970120791920245,-41.03742586988742, bad
96.22534592095974,-89.0597557831605,11.581318063164725,175.00734244423055,-45.43471582855201,-44.81369613607473, bad
96.48724213210588,-88.9377771541274,7.507441375032754,174.7536414288265,-45.997105858201635,-48.71013053952294, bad
69.58361282723837,-88.56686891224926,29.634867955579033,174.45887488180819,-46.51644154951931,-53.27934473407129, bad
93.80758853147887,-88.7634214434849,0.7044624243148607,174.34420924018218,-46.74150214731053,-57.74501612456329, bad
123.82819334185811,-88.51330188120235,-33.34573662517211,174.37139941028047,-47.01350676410098,-62.308931761948834, bad
